day,day2,time,open_at_915,top,bottom,close_at_915,expiry_date,strike_price,right,target,SL,input_price,exit_price,PL,trade,month,year,day_max,PL_TLSL,Result,,
16-04-2018,Monday,10:03,25082.1,25144.6,25082.1,25144.6,26-Apr-18,25200,PE,50,25,262.45,290.15,-27.7,T71,4,2018,0,-25,0,,
17-04-2018,Tuesday,10:06,25383.8,25383.8,25316.3,25316.3,26-Apr-18,25400,PE,50,25,264,296,-32,T72,4,2018,5.7,-19.3,0,,
18-04-2018,Wednesday,10:03,25426.8,25426.8,25352.2,25352.2,26-Apr-18,25300,CE,50,25,242,191.05,50.95,T73,4,2018,50.95,50.95,1,,
19-04-2018,Thursday,10:03,25206.4,25206.4,25138.1,25138.1,26-Apr-18,25100,CE,50,25,222.2,231.45,-9.25,T74,4,2018,32.1,7.1,1,,
20-04-2018,Friday,10:03,25126.8,25126.8,25013.8,25013.8,03-May-18,25000,CE,56.5,28.25,250.65,286.55,-35.9,T75,4,2018,35.95,7.7,1,,
23-04-2018,Monday,10:36,25065.5,25065.5,24875.8,24875.8,03-May-18,25100,PE,94.85,47.425,301.9,290,11.9,T76,4,2018,40.8,11.9,1,,
24-04-2018,Tuesday,11:03,24972.2,25059.7,24972.2,25059.7,03-May-18,25100,PE,50,25,254.3,280,-25.7,T77,4,2018,1.85,-23.15,0,,
25-04-2018,Wednesday,10:03,24993.4,25023.95,24923.95,24954.5,03-May-18,24900,CE,100,50,182.7,146,36.7,T78,4,2018,61.7,36.7,1,,
26-04-2018,Thursday,11:27,24833.2,24868.75,24768.75,24804.3,03-May-18,24900,PE,100,50,182,107,75,T79,4,2018,82.95,75,1,,
27-04-2018,Friday,10:03,25030.2,25082.8,25030.2,25082.8,10-May-18,25300,PE,50,25,219.75,172,47.75,T80,4,2018,49.55,47.75,1,,
30-04-2018,Monday,11:57,25490.2,25578.6,25490.2,25578.6,10-May-18,25600,PE,50,25,191.1,240,-48.9,T81,4,2018,11.8,-13.2,0,,
02-05-2018,Wednesday,10:03,25607.1,25661.4,25561.4,25615.7,10-May-18,25500,CE,100,50,206,259.7,-53.7,T82,5,2018,0,-50,0,,
03-05-2018,Thursday,10:03,25547.9,25547.9,25490.3,25490.3,10-May-18,25600,PE,50,25,180.1,127,53.1,T83,5,2018,53.1,53.1,1,,
04-05-2018,Friday,10:12,25632.3,25632.3,25548.8,25548.8,17-May-18,25600,PE,50,25,264.95,249.8,15.15,T84,5,2018,21.55,15.15,1,,
07-05-2018,Monday,10:03,25676.2,25728.5,25676.2,25728.5,17-May-18,25700,PE,50,25,259.85,208.25,51.6,T85,5,2018,51.6,51.6,1,,
08-05-2018,Tuesday,10:03,26074.2,26074.2,25994.7,25994.7,17-May-18,26000,CE,50,25,253.95,279.15,-25.2,T86,5,2018,2.45,-22.55,0,,
09-05-2018,Wednesday,10:03,25988.1,26027.6,25927.6,25967.1,17-May-18,26100,PE,100,50,328.7,269,59.7,T87,5,2018,86.05,59.7,1,,
10-05-2018,Thursday,11:03,26216.1,26275.4,26175.4,26234.7,17-May-18,26200,CE,100,50,212.5,185,27.5,T88,5,2018,34.5,27.5,1,,
11-05-2018,Friday,10:42,26173.7,26232.45,26132.45,26191.2,24-May-18,26200,PE,100,50,338.55,244.95,93.6,T89,5,2018,93.6,93.6,1,,
14-05-2018,Monday,10:03,26404.4,26457.2,26404.4,26457.2,24-May-18,26500,PE,50,25,311.35,336.8,-25.45,T90,5,2018,36.35,11.35,1,,
15-05-2018,Tuesday,10:03,26494.9,26527.4,26427.4,26459.9,24-May-18,26900,PE,100,50,281.5,400,-118.5,T91,5,2018,21.5,-28.5,0,,
16-05-2018,Wednesday,10:03,26269.3,26319.1,26219.1,26268.9,24-May-18,26100,CE,100,50,284,340,-56,T92,5,2018,24.15,-25.85,0,,
17-05-2018,Thursday,10:06,26233.2,26275.2,26175.2,26217.2,24-May-18,26200,CE,100,50,194.35,133.9,60.45,T93,5,2018,75.85,60.45,1,,
18-05-2018,Friday,10:03,26025.6,26068.75,25968.75,26011.9,31-May-18,25900,CE,100,50,296.45,286,10.45,T94,5,2018,58.25,10.45,1,,
21-05-2018,Monday,10:06,26017.5,26017.5,25902.8,25902.8,31-May-18,25900,CE,57.35,28.675,240.9,182.1,58.8,T95,5,2018,58.8,58.8,1,,
22-05-2018,Tuesday,10:03,25780.2,25838.5,25738.5,25796.8,31-May-18,25900,PE,100,50,222,305,-83,T96,5,2018,2.4,-47.6,0,,
23-05-2018,Wednesday,10:45,25726.9,25814.2,25726.9,25814.2,31-May-18,25800,PE,50,25,217.55,242.85,-25.3,T97,5,2018,35.35,10.35,1,,
24-05-2018,Thursday,10:03,25722.9,25781.45,25681.45,25740,31-May-18,25700,CE,100,50,143.25,199.95,-56.7,T98,5,2018,0,-50,0,,
25-05-2018,Friday,10:03,26066.8,26109.95,26009.95,26053.1,07-Jun-18,26200,PE,100,50,251.05,202,49.05,T99,5,2018,62.8,49.05,1,,
28-05-2018,Monday,10:03,26291.7,26406.6,26291.7,26406.6,07-Jun-18,26500,PE,57.45,28.725,268.3,208.55,59.75,T100,5,2018,59.75,59.75,1,,
29-05-2018,Tuesday,10:03,26567.2,26567.2,26480.3,26480.3,07-Jun-18,26500,CE,50,25,182.5,209.3,-26.8,T101,5,2018,3.7,-21.3,0,,
30-05-2018,Wednesday,10:03,26039.9,26067.95,25967.95,25996,07-Jun-18,26200,PE,100,50,270,169.8,100.2,T102,5,2018,100.2,100.2,1,,
31-05-2018,Thursday,10:03,26587,26587,26487.4,26487.4,07-Jun-18,26400,CE,50,25,189.75,215,-25.25,T103,5,2018,4,-21,0,,
04-06-2018,Monday,10:03,27023.7,27023.7,26945.4,26945.4,14-Jun-18,26500,CE,50,25,307,338,-31,T105,6,2018,0,-25,0,,
05-06-2018,Tuesday,10:12,26263,26324.6,26224.6,26286.2,14-Jun-18,26200,CE,100,50,320.9,304,16.9,T106,6,2018,70.9,20.9,1,,
06-06-2018,Wednesday,10:12,26266.9,26266.9,26211.2,26211.2,14-Jun-18,26300,PE,50,25,264.95,291.6,-26.65,T107,6,2018,0,-25,0,,
07-06-2018,Thursday,10:21,26577.9,26626.85,26526.85,26575.8,14-Jun-18,26600,PE,100,50,169.8,220,-50.2,T108,6,2018,55.6,5.6,1,,
08-06-2018,Friday,10:03,26457.2,26457.2,26357.2,26357.2,21-Jun-18,26300,CE,50,25,336.75,371.7,-34.95,T109,6,2018,0,-25,0,,
11-06-2018,Monday,10:03,26473.2,26524.5,26424.5,26475.8,21-Jun-18,26600,PE,100,50,264,339.95,-75.95,T110,6,2018,18,-32,0,,
12-06-2018,Tuesday,12:30,26566.6,26593.45,26493.45,26520.3,21-Jun-18,26600,PE,100,50,260.75,316.8,-56.05,T111,6,2018,17.7,-32.3,0,,
13-06-2018,Wednesday,11:06,26721.9,26721.9,26623.2,26623.2,21-Jun-18,26700,PE,50,25,235,262.65,-27.65,T112,6,2018,3,-22,0,,
14-06-2018,Thursday,10:03,26612.3,26650.05,26550.05,26587.8,21-Jun-18,26500,CE,100,50,211.35,267.55,-56.2,T113,6,2018,20.9,-29.1,0,,
15-06-2018,Friday,12:36,26513.7,26576.8,26476.8,26539.9,28-Jun-18,26500,CE,100,50,241.05,222.65,18.4,T114,6,2018,49.9,18.4,1,,
19-06-2018,Tuesday,10:39,26448.1,26448.1,26315.5,26315.5,28-Jun-18,26300,CE,66.3,33.15,234,210,24,T115,6,2018,27.75,24,1,,
20-06-2018,Wednesday,10:27,26320.4,26382.5,26282.5,26344.6,28-Jun-18,26400,PE,100,50,223.05,122.55,100.5,T116,6,2018,100.5,100.5,1,,
21-06-2018,Thursday,10:03,26645.3,26698.75,26598.75,26652.2,28-Jun-18,26600,CE,100,50,193.7,123.15,70.55,T117,6,2018,82.65,70.55,1,,
22-06-2018,Friday,10:03,26518.4,26556.85,26456.85,26495.3,05-Jul-18,26400,CE,100,50,263.2,325,-61.8,T118,6,2018,9.75,-40.25,0,,
25-06-2018,Monday,10:03,26718.2,26747.5,26647.5,26676.8,05-Jul-18,26800,PE,100,50,243.5,297.65,-54.15,T119,6,2018,0.5,-49.5,0,,
26-06-2018,Tuesday,10:03,26495.7,26543.15,26443.15,26490.6,05-Jul-18,26600,PE,100,50,245,208.6,36.4,T120,6,2018,73.3,36.4,1,,
27-06-2018,Wednesday,10:45,26616.3,26652.5,26552.5,26588.7,05-Jul-18,26500,CE,100,50,213,111.4,101.6,T121,6,2018,101.6,101.6,1,,
28-06-2018,Thursday,10:06,26398.1,26444.2,26344.2,26390.3,05-Jul-18,26400,PE,100,50,193.75,250,-56.25,T122,6,2018,17.55,-32.45,0,,
29-06-2018,Friday,10:21,26312.7,26382.95,26282.95,26353.2,12-Jul-18,26400,PE,100,50,280,290,-10,T123,6,2018,21.5,-10,0,,
02-07-2018,Monday,10:03,26364.4,26364.4,26287.6,26287.6,12-Jul-18,26300,CE,50,25,232.35,182.15,50.2,T124,7,2018,50.2,50.2,1,,
03-07-2018,Tuesday,10:18,26210.1,26242.1,26142.1,26174.1,12-Jul-18,26200,PE,100,50,209,191.2,17.8,T125,7,2018,37.85,17.8,1,,
04-07-2018,Wednesday,10:03,26249.2,26274.2,26174.2,26199.2,12-Jul-18,26200,CE,50,25,195.15,221.9,-26.75,T126,7,2018,9.05,-15.95,0,,
05-07-2018,Thursday,10:03,26481.6,26524.1,26424.1,26466.6,12-Jul-18,26500,PE,100,50,174.35,168,6.35,T127,7,2018,52.7,6.35,1,,
06-07-2018,Friday,10:03,26427.6,26486.85,26386.85,26446.1,19-Jul-18,26500,PE,100,50,237,234,3,T128,7,2018,29.1,3,1,,
09-07-2018,Monday,11:39,26642.3,26692.05,26592.05,26641.8,19-Jul-18,26700,PE,100,50,234.1,216.55,17.55,T129,7,2018,31.65,17.55,1,,
10-07-2018,Tuesday,10:03,26844.6,26844.6,26787.1,26787.1,19-Jul-18,26900,PE,50,25,245,194.6,50.4,T130,7,2018,50.4,50.4,1,,
11-07-2018,Wednesday,10:03,26900.7,26900.7,26837.1,26837.1,19-Jul-18,26900,PE,50,25,218.2,244.55,-26.35,T131,7,2018,16.45,-8.55,0,,
12-07-2018,Thursday,10:03,26937.5,27024.7,26937.5,27024.7,19-Jul-18,27100,PE,50,25,167.25,201.2,-33.95,T132,7,2018,16,-9,0,,
13-07-2018,Friday,10:15,27046.8,27075.8,26975.8,27004.8,26-Jul-18,26900,CE,100,50,262.95,320,-57.05,T133,7,2018,0.95,-49.05,0,,
16-07-2018,Monday,10:03,26914.5,26914.5,26849.7,26849.7,26-Jul-18,26800,CE,50,25,236.05,178.8,57.25,T134,7,2018,57.25,57.25,1,,
17-07-2018,Tuesday,10:03,26662.8,26737.25,26637.25,26711.7,26-Jul-18,26800,PE,100,50,200.4,109,91.4,T135,7,2018,99.4,91.4,1,,
18-07-2018,Wednesday,10:06,27107.3,27177.6,27077.6,27147.9,26-Jul-18,27200,PE,100,50,190.75,249,-58.25,T136,7,2018,0.75,-49.25,0,,
19-07-2018,Thursday,10:03,26960.2,26960.2,26885.6,26885.6,26-Jul-18,26800,CE,50,25,240.05,266.85,-26.8,T137,7,2018,4.05,-20.95,0,,
20-07-2018,Friday,10:03,26764.4,26815.8,26715.8,26767.2,02-Aug-18,26900,PE,100,50,264.05,250,14.05,T138,7,2018,39.15,14.05,1,,
23-07-2018,Monday,10:03,26701.3,26845.7,26701.3,26845.7,02-Aug-18,26900,PE,72.2,36.1,227.4,274,-46.6,T139,7,2018,0,-36.1,0,,
24-07-2018,Tuesday,10:36,26984.2,27099.5,26984.2,27099.5,02-Aug-18,27100,PE,57.65,28.825,209,262.7,-53.7,T140,7,2018,0,-28.825,0,,
25-07-2018,Wednesday,10:33,26992.6,27049.85,26949.85,27007.1,02-Aug-18,26900,CE,100,50,289.25,340,-50.75,T141,7,2018,4.25,-45.75,0,,
26-07-2018,Thursday,10:03,27054.7,27109.2,27054.7,27109.2,02-Aug-18,27200,PE,50,25,220.95,169.4,51.55,T142,7,2018,51.55,51.55,1,,
27-07-2018,Friday,10:03,27497.8,27554.7,27454.7,27511.6,09-Aug-18,27600,PE,100,50,301.5,274.95,26.55,T143,7,2018,51.5,26.55,1,,
30-07-2018,Monday,10:12,27767.7,27804.05,27704.05,27740.4,09-Aug-18,27700,CE,100,50,208,272,-64,T144,7,2018,18,-32,0,,
31-07-2018,Tuesday,10:39,27797.2,27824.2,27724.2,27751.2,09-Aug-18,27700,CE,100,50,236.75,265,-28.25,T145,7,2018,7.9,-28.25,0,,
01-08-2018,Wednesday,10:03,27684.8,27750.2,27684.8,27750.2,09-Aug-18,27800,PE,50,25,207.7,241.9,-34.2,T146,8,2018,1.35,-23.65,0,,
02-08-2018,Thursday,10:03,27469.5,27469.5,27415.3,27415.3,09-Aug-18,27400,CE,50,25,198.35,226.2,-27.85,T147,8,2018,5.1,-19.9,0,,
03-08-2018,Friday,10:03,27471.9,27534.9,27434.9,27497.9,16-Aug-18,27600,PE,100,50,238.45,166,72.45,T148,8,2018,75.75,72.45,1,,
06-08-2018,Monday,10:03,27769.6,27857.4,27769.6,27857.4,16-Aug-18,27900,PE,50,25,221.15,200,21.15,T149,8,2018,42.7,21.15,1,,
07-08-2018,Tuesday,10:27,27972.9,27972.9,27876.6,27876.6,16-Aug-18,27900,CE,50,25,197.35,222.65,-25.3,T150,8,2018,5.8,-19.2,0,,
08-08-2018,Wednesday,10:36,27930.6,27955.6,27855.6,27880.6,16-Aug-18,28000,PE,50,25,191,140.4,50.6,T151,8,2018,50.6,50.6,1,,
09-08-2018,Thursday,10:03,28173.7,28222.05,28122.05,28170.4,16-Aug-18,28200,PE,100,50,155.1,113.85,41.25,T152,8,2018,50.3,41.25,1,,
10-08-2018,Friday,10:03,28348.9,28348.9,28235.9,28235.9,23-Aug-18,28200,CE,56.5,28.25,264.1,314.35,-50.25,T153,8,2018,30.85,2.6,1,,
13-08-2018,Monday,10:54,27760.8,27834.5,27734.5,27808.2,23-Aug-18,27800,PE,100,50,193.6,210.1,-16.5,T154,8,2018,13.9,-16.5,0,,
14-08-2018,Tuesday,10:03,27864.4,27926.3,27864.4,27926.3,23-Aug-18,28000,PE,50,25,175,200.55,-25.55,T155,8,2018,0,-25,0,,
16-08-2018,Thursday,10:03,27836.2,27876.5,27776.5,27816.8,23-Aug-18,27900,PE,100,50,151.7,208.15,-56.45,T156,8,2018,29.65,-20.35,0,,
17-08-2018,Friday,10:18,27991.8,28060.5,27960.5,28029.2,30-Aug-18,28100,PE,100,50,246.6,217.5,29.1,T157,8,2018,41.25,29.1,1,,
20-08-2018,Monday,10:03,28171.7,28272.6,28171.7,28272.6,30-Aug-18,28300,PE,50.45,25.225,200.7,229.45,-28.75,T158,8,2018,7.7,-17.525,0,,
21-08-2018,Tuesday,10:51,28295.8,28324,28224,28252.2,30-Aug-18,28200,CE,100,50,254,258.8,-4.8,T159,8,2018,38.4,-4.8,0,,
23-08-2018,Thursday,10:03,28321.9,28321.9,28242.4,28242.4,30-Aug-18,28100,CE,50,25,230.65,180.25,50.4,T160,8,2018,50.4,50.4,1,,
24-08-2018,Friday,10:03,27954.2,28011.55,27911.55,27968.9,06-Sep-18,28000,PE,100,50,176,226.55,-50.55,T161,8,2018,2.85,-47.15,0,,
27-08-2018,Monday,10:03,27971.2,28080.8,27971.2,28080.8,06-Sep-18,28200,PE,54.8,27.4,190.05,155.4,34.65,T162,8,2018,39.4,34.65,1,,
28-08-2018,Tuesday,10:03,28379.9,28407.1,28307.1,28334.3,06-Sep-18,28200,CE,100,50,214.7,272.9,-58.2,T163,8,2018,12.35,-37.65,0,,
29-08-2018,Wednesday,10:03,28233.4,28269.4,28169.4,28205.4,06-Sep-18,28300,PE,100,50,185.1,197.5,-12.4,T164,8,2018,42.55,-7.45,0,,
30-08-2018,Thursday,10:03,28233.7,28233.7,28153.2,28153.2,06-Sep-18,28000,CE,50,25,230,256.6,-26.6,T165,8,2018,13.8,-11.2,0,,
31-08-2018,Friday,10:03,27998,28044.6,27944.6,27991.2,12-Sep-18,28100,PE,100,50,180.1,245.55,-65.45,T166,8,2018,0,-50,0,,
03-09-2018,Monday,10:51,28199.4,28199.4,28027.6,28027.6,12-Sep-18,28000,CE,85.9,42.95,306.7,217.15,89.55,T167,9,2018,89.55,89.55,1,,
04-09-2018,Tuesday,10:03,27845.6,27845.6,27765.6,27765.6,12-Sep-18,27600,CE,50,25,290,318.7,-28.7,T168,9,2018,18,-7,0,,
05-09-2018,Wednesday,10:03,27409.3,27465.7,27409.3,27465.7,12-Sep-18,27400,CE,50,25,220.7,251.4,-30.7,T169,9,2018,1.6,-23.4,0,,
06-09-2018,Thursday,10:12,27464.2,27464.2,27389,27389,12-Sep-18,27400,CE,50,25,209.3,156.6,52.7,T170,9,2018,52.7,52.7,1,,
07-09-2018,Friday,14:48,27439.2,27439.2,27294,27294,19-Sep-18,27500,PE,72.6,36.3,213.5,220.8,-7.3,T171,9,2018,20.3,-7.3,0,,
10-09-2018,Monday,10:03,27395.2,27424.45,27324.45,27353.7,19-Sep-18,27300,CE,100,50,267.3,230,37.3,T172,9,2018,57.55,37.3,1,,
11-09-2018,Tuesday,10:36,27295.2,27295.2,27233.2,27233.2,19-Sep-18,27200,CE,50,25,286.65,316.8,-30.15,T173,9,2018,2,-23,0,,
12-09-2018,Wednesday,10:03,26895.2,26895.2,26795.2,26795.2,19-Sep-18,26600,CE,50,25,286.15,311.15,-25,T174,9,2018,4.15,-20.85,0,,
14-09-2018,Friday,11:42,27059.8,27120,27020,27080.2,27-Sep-18,27000,CE,100,50,324,377.6,-53.6,T175,9,2018,2.65,-47.35,0,,
17-09-2018,Monday,10:03,27002.6,27002.6,26870.2,26870.2,27-Sep-18,26800,CE,66.2,33.1,316,353.45,-37.45,T176,9,2018,43.7,10.6,1,,
18-09-2018,Tuesday,10:09,26757,26824.6,26757,26824.6,27-Sep-18,26700,CE,50,25,330,271.75,58.25,T177,9,2018,58.25,58.25,1,,
19-09-2018,Wednesday,12:27,26532,26570.65,26470.65,26509.3,27-Sep-18,26400,CE,100,50,298.65,198.25,100.4,T178,9,2018,100.4,100.4,1,,
21-09-2018,Friday,10:03,26331.1,26396.6,26331.1,26396.6,04-Oct-18,26500,PE,50,25,219.3,254.55,-35.25,T179,9,2018,8.6,-16.4,0,,
24-09-2018,Monday,10:03,25645.1,25645.1,25445.9,25445.9,04-Oct-18,25300,CE,99.6,49.8,426.05,325.35,100.7,T180,9,2018,100.7,100.7,1,,
25-09-2018,Tuesday,10:18,24947.7,24947.7,24782.3,24782.3,04-Oct-18,24900,PE,82.7,41.35,298.6,211,87.6,T181,9,2018,87.6,87.6,1,,
26-09-2018,Wednesday,10:03,25525.1,25525.1,25440,25440,04-Oct-18,25400,CE,50,25,373.1,399.95,-26.85,T182,9,2018,0,-25,0,,
27-09-2018,Thursday,10:03,25442.1,25442.1,25361.4,25361.4,04-Oct-18,25400,CE,50,25,278.7,226.3,52.4,T183,9,2018,52.4,52.4,1,,
28-09-2018,Friday,10:03,25135.8,25234.6,25135.8,25234.6,11-Oct-18,25100,CE,50,25,380.5,443.6,-63.1,T184,9,2018,0.05,-24.95,0,,
01-10-2018,Monday,10:21,24943.9,24943.9,24887.8,24887.8,11-Oct-18,24900,CE,50,25,462,400.4,61.6,T185,10,2018,61.6,61.6,1,,
03-10-2018,Wednesday,11:03,25290.6,25290.6,25186.9,25186.9,11-Oct-18,25300,PE,51.85,25.925,368.2,310,58.2,T186,10,2018,58.2,58.2,1,,
04-10-2018,Thursday,10:12,24735.2,24793.75,24693.75,24752.3,11-Oct-18,24800,PE,100,50,332,402.75,-70.75,T187,10,2018,9.15,-40.85,0,,
05-10-2018,Friday,10:06,24741.7,24808.05,24708.05,24774.4,17-Oct-18,24800,PE,100,50,478.75,353.6,125.15,T188,10,2018,125.15,125.15,1,,
08-10-2018,Monday,10:03,24470.8,24507.25,24407.25,24443.7,17-Oct-18,24600,PE,100,50,467.7,540,-72.3,T189,10,2018,33.7,-16.3,0,,
09-10-2018,Tuesday,10:03,24703.7,24703.7,24592.9,24592.9,17-Oct-18,24600,CE,55.4,27.7,400.15,341.1,59.05,T190,10,2018,59.05,59.05,1,,
10-10-2018,Wednesday,10:03,24596.6,24661.1,24561.1,24625.6,17-Oct-18,24800,PE,100,50,315.25,213.9,101.35,T191,10,2018,101.35,101.35,1,,
11-10-2018,Thursday,10:33,24541.8,24671.9,24541.8,24671.9,17-Oct-18,24700,PE,65.05,32.525,312.95,348.5,-35.55,T192,10,2018,0,-32.525,0,,
12-10-2018,Friday,10:03,25001.9,25204.5,25001.9,25204.5,25-Oct-18,25400,PE,101.3,50.65,403,468.75,-65.75,T193,10,2018,25.95,-24.7,0,,
15-10-2018,Monday,10:03,25444,25444,25271.2,25271.2,25-Oct-18,25200,CE,86.4,43.2,410.15,453.75,-43.6,T194,10,2018,15.15,-28.05,0,,
16-10-2018,Tuesday,10:03,25414.2,25470.9,25370.9,25427.6,25-Oct-18,25600,PE,100,50,348.2,334,14.2,T195,10,2018,49.1,14.2,1,,
17-10-2018,Wednesday,10:03,25839.1,25907.3,25807.3,25875.5,25-Oct-18,25700,CE,100,50,273.5,172.05,101.45,T196,10,2018,101.45,101.45,1,,
19-10-2018,Friday,10:03,24966.5,25058.1,24966.5,25058.1,01-Nov-18,25200,PE,50,25,350,404.85,-54.85,T197,10,2018,0,-25,0,,
22-10-2018,Monday,10:03,25484.2,25484.2,25310.5,25310.5,01-Nov-18,25200,CE,86.85,43.425,400,445.4,-45.4,T198,10,2018,0,-43.425,0,,
23-10-2018,Tuesday,10:03,24786.9,24973.4,24786.9,24973.4,01-Nov-18,25100,PE,93.25,46.625,375.1,427.75,-52.65,T199,10,2018,24.65,-21.975,0,,
24-10-2018,Wednesday,10:03,25312.7,25312.7,25211,25211,01-Nov-18,25200,CE,50.85,25.425,317,255.4,61.6,T200,10,2018,61.6,61.6,1,,
25-10-2018,Thursday,10:06,24841.5,24911.3,24841.5,24911.3,01-Nov-18,24900,PE,50,25,289,318.7,-29.7,T201,10,2018,1.3,-23.7,0,,
26-10-2018,Friday,10:03,24771.8,24771.8,24718.8,24718.8,06-Nov-18,24600,CE,50,25,445.7,475.75,-30.05,T202,10,2018,31.3,6.3,1,,
29-10-2018,Monday,12:09,24647.9,24647.9,24492.3,24492.3,06-Nov-18,24700,PE,77.8,38.9,359.2,280.2,79,T203,10,2018,79,79,1,,
30-10-2018,Tuesday,10:03,24924.8,24959.25,24859.25,24893.7,06-Nov-18,25000,PE,100,50,284.9,335.85,-50.95,T204,10,2018,24.95,-25.05,0,,
31-10-2018,Wednesday,10:03,24823.8,24859.55,24759.55,24795.3,06-Nov-18,24600,CE,100,50,374,427.45,-53.45,T205,10,2018,31.65,-18.35,0,,
01-11-2018,Thursday,10:03,25285.2,25285.2,25201.1,25201.1,06-Nov-18,25200,CE,50,25,235.3,262.2,-26.9,T206,11,2018,0.3,-24.7,0,,
02-11-2018,Friday,10:03,25545.3,25592.55,25492.55,25539.8,15-Nov-18,25600,PE,100,50,320.15,295.85,24.3,T207,11,2018,91.1,41.1,1,,
05-11-2018,Monday,15:18,25731.6,25731.6,25594.4,25594.4,15-Nov-18,25800,PE,68.6,34.3,299.8,311.05,-11.25,T208,11,2018,0,-11.25,0,,
06-11-2018,Tuesday,10:57,25747.4,25845.2,25747.4,25845.2,15-Nov-18,25700,CE,50,25,297.8,326.35,-28.55,T209,11,2018,3.35,-21.65,0,,
09-11-2018,Friday,10:12,25742.6,25742.6,25652.8,25652.8,22-Nov-18,25700,PE,50,25,315,256.55,58.45,T211,11,2018,58.45,58.45,1,,
12-11-2018,Monday,10:03,25816.2,25883,25783,25849.8,22-Nov-18,25800,CE,100,50,284.55,181.95,102.6,T212,11,2018,102.6,102.6,1,,
13-11-2018,Tuesday,11:42,25422,25487.8,25387.8,25453.6,22-Nov-18,25500,PE,100,50,290.55,188,102.55,T213,11,2018,102.55,102.55,1,,
14-11-2018,Wednesday,10:03,25952.4,25990.4,25890.4,25928.4,22-Nov-18,25800,CE,100,50,286.85,339.4,-52.55,T214,11,2018,0.9,-49.1,0,,
15-11-2018,Thursday,10:09,25946.2,26012.2,25912.2,25978.2,22-Nov-18,25900,CE,100,50,235.7,286.1,-50.4,T215,11,2018,6.3,-43.7,0,,
16-11-2018,Friday,10:03,26205.3,26244.5,26144.5,26183.7,29-Nov-18,26300,PE,100,50,301.7,362.3,-60.6,T216,11,2018,10.7,-39.3,0,,
19-11-2018,Monday,10:03,26364.6,26364.6,26297.6,26297.6,29-Nov-18,26300,CE,50,25,286.05,316.85,-30.8,T217,11,2018,11.05,-13.95,0,,
20-11-2018,Tuesday,13:36,26211.5,26252.9,26152.9,26194.3,29-Nov-18,26100,CE,100,50,287.7,268.6,19.1,T218,11,2018,37.7,19.1,1,,
21-11-2018,Wednesday,12:18,26105.4,26171.6,26071.6,26137.8,29-Nov-18,26200,PE,100,50,216.1,170,46.1,T219,11,2018,70.7,46.1,1,,
22-11-2018,Thursday,10:03,26233.7,26287.8,26187.8,26241.9,29-Nov-18,26300,PE,100,50,200.95,264.7,-63.75,T220,11,2018,6.9,-43.1,0,,
26-11-2018,Monday,11:30,26096,26165.9,26065.9,26135.8,06-Dec-18,26000,CE,100,50,333.5,389.15,-55.65,T221,11,2018,13.95,-36.05,0,,
27-11-2018,Tuesday,10:06,26286.1,26337.3,26286.1,26337.3,06-Dec-18,26300,PE,50,25,225.7,253.9,-28.2,T222,11,2018,49.65,24.65,1,,
28-11-2018,Wednesday,10:06,26489.7,26537.95,26437.95,26486.2,06-Dec-18,26500,PE,100,50,205,259.45,-54.45,T223,11,2018,10.8,-39.2,0,,
29-11-2018,Thursday,11:48,26641.6,26670.65,26570.65,26599.7,06-Dec-18,26700,PE,100,50,226.65,123.7,102.95,T224,11,2018,102.95,102.95,1,,
30-11-2018,Friday,10:03,27009.3,27009.3,26908.6,26908.6,13-Dec-18,26900,CE,50.35,25.175,386.25,335.35,50.9,T225,11,2018,50.9,50.9,1,,
03-12-2018,Monday,10:03,27032.9,27032.9,26960.9,26960.9,13-Dec-18,26900,CE,50,25,395,384.95,10.05,T226,12,2018,36.7,11.7,1,,
04-12-2018,Tuesday,10:03,26809.5,26852.35,26752.35,26795.2,13-Dec-18,26700,CE,100,50,422.45,390,32.45,T227,12,2018,72.45,32.45,1,,
05-12-2018,Wednesday,14:39,26572.1,26626.95,26526.95,26581.8,13-Dec-18,26500,CE,100,50,360,361.95,-1.95,T228,12,2018,30.1,-1.95,0,,
06-12-2018,Thursday,10:03,26339.1,26384.25,26284.25,26329.4,13-Dec-18,26200,CE,100,50,325.4,383.1,-57.7,T229,12,2018,20.55,-29.45,0,,
07-12-2018,Friday,10:06,26307.4,26356.35,26256.35,26305.3,20-Dec-18,26400,PE,100,50,394,289.55,104.45,T230,12,2018,104.45,104.45,1,,
10-12-2018,Monday,10:03,26073.7,26217.5,26073.7,26217.5,20-Dec-18,26200,PE,71.9,35.95,355.8,392.85,-37.05,T231,12,2018,48.2,12.25,1,,
11-12-2018,Tuesday,11:09,25602.2,25803.8,25602.2,25803.8,20-Dec-18,25800,PE,100.8,50.4,299.95,190,109.95,T232,12,2018,109.95,109.95,1,,
12-12-2018,Wednesday,10:03,26286.2,26346.5,26246.5,26306.8,20-Dec-18,26500,PE,100,50,269,168,101,T233,12,2018,101,101,1,,
13-12-2018,Thursday,10:03,26844.2,26893.2,26793.2,26842.2,20-Dec-18,26900,PE,100,50,190.85,250.35,-59.5,T234,12,2018,0,-50,0,,
14-12-2018,Friday,10:03,26810.8,26810.8,26745.8,26745.8,27-Dec-18,26900,PE,50,25,288.6,319.9,-31.3,T235,12,2018,5.55,-19.45,0,,
