day,day2,time,open_at_915,top,bottom,close_at_915,expiry_date,strike_price,right,target,SL,input_price,exit_price,PL,trade,month,year,day_max,PL_TLSL,Result,,
27-08-2019,Tuesday,10:12,28106.3,28159.05,28059.05,28111.8,05-Sep-19,28200,PE,100,50,417.6,483.45,-65.85,T402,8,2019,30.25,-19.75,0,,
28-08-2019,Wednesday,10:03,28080.2,28080.2,27969.5,27969.5,05-Sep-19,27900,CE,55.35,27.675,350,290.8,59.2,T403,8,2019,59.2,59.2,1,,
29-08-2019,Thursday,10:18,27694.9,27694.9,27626.4,27626.4,05-Sep-19,27600,CE,50,25,316.3,264.1,52.2,T404,8,2019,52.2,52.2,1,,
30-08-2019,Friday,10:03,27407.9,27472.8,27372.8,27437.7,12-Sep-19,27500,PE,100,50,379.85,442.85,-63,T405,8,2019,0.65,-49.35,0,,
03-09-2019,Tuesday,10:03,27239.2,27239.2,27096.3,27096.3,12-Sep-19,27100,CE,71.45,35.725,405,320,85,T406,9,2019,85,85,1,,
04-09-2019,Wednesday,10:03,26785.9,26847.3,26747.3,26808.7,12-Sep-19,26900,PE,100,50,343.25,400,-56.75,T407,9,2019,25.3,-24.7,0,,
05-09-2019,Thursday,11:39,27086.9,27219.5,27086.9,27219.5,12-Sep-19,27100,CE,66.3,33.15,303,232.3,70.7,T408,9,2019,70.7,70.7,1,,
06-09-2019,Friday,10:03,26986.5,27061.2,26961.2,27035.9,19-Sep-19,27100,PE,100,50,380.85,334.95,45.9,T409,9,2019,64.65,45.9,1,,
09-09-2019,Monday,10:09,27240.3,27240.3,27084.1,27084.1,19-Sep-19,27300,PE,78.1,39.05,374.45,288.9,85.55,T410,9,2019,85.55,85.55,1,,
11-09-2019,Wednesday,10:09,27639.1,27639.1,27582.2,27582.2,19-Sep-19,27700,PE,50,25,327,270.25,56.75,T411,9,2019,56.75,56.75,1,,
12-09-2019,Thursday,10:03,27870.8,27941.5,27841.5,27912.2,19-Sep-19,28000,PE,100,50,244.8,300,-55.2,T412,9,2019,0,-50,0,,
13-09-2019,Friday,10:03,27772,27772,27692.2,27692.2,26-Sep-19,27700,CE,50,25,365,395,-30,T413,9,2019,14.4,-10.6,0,,
16-09-2019,Monday,10:15,27868,27929.65,27829.65,27891.3,26-Sep-19,28000,PE,100,50,344.25,395.35,-51.1,T414,9,2019,34.25,-15.75,0,,
17-09-2019,Tuesday,10:03,27765.1,27814.15,27714.15,27763.2,26-Sep-19,27700,CE,100,50,390.7,256.4,134.3,T415,9,2019,134.3,134.3,1,,
18-09-2019,Wednesday,10:03,27304.7,27378.8,27304.7,27378.8,26-Sep-19,27200,CE,50,25,376.3,414.95,-38.65,T416,9,2019,35,10,1,,
19-09-2019,Thursday,10:03,27175.4,27175.4,27054.8,27054.8,26-Sep-19,26900,CE,60.3,30.15,313.15,248.9,64.25,T417,9,2019,64.25,64.25,1,,
20-09-2019,Friday,10:18,26878.7,26918.4,26818.4,26858.1,03-Oct-19,26900,PE,100,50,383.95,239.2,144.75,T418,9,2019,144.75,144.75,1,,
23-09-2019,Monday,10:45,30039.4,30039.4,29881.1,29881.1,03-Oct-19,30000,PE,79.15,39.575,575.2,492,83.2,T419,9,2019,83.2,83.2,1,,
24-09-2019,Tuesday,10:03,30432,30432,30332.4,30332.4,03-Oct-19,30300,CE,50,25,564,620,-56,T420,9,2019,6.4,-18.6,0,,
25-09-2019,Wednesday,10:03,30029.1,30029.1,29823,29823,03-Oct-19,29800,CE,103.05,51.525,465.6,360.2,105.4,T421,9,2019,105.4,105.4,1,,
26-09-2019,Thursday,10:03,29640.6,29784.2,29640.6,29784.2,03-Oct-19,30000,PE,71.8,35.9,327.3,249.95,77.35,T422,9,2019,77.35,77.35,1,,
27-09-2019,Friday,11:18,29974.9,29974.9,29793.2,29793.2,10-Oct-19,29800,CE,90.85,45.425,690,780,-90,T423,9,2019,0,-45.425,0,,
30-09-2019,Monday,10:03,29674.8,29718.95,29618.95,29663.1,10-Oct-19,29300,CE,100,50,600,490,110,T424,9,2019,110,110,1,,
01-10-2019,Tuesday,10:03,29226.2,29456.2,29226.2,29456.2,10-Oct-19,29000,CE,115,57.5,559.65,619.95,-60.3,T425,10,2019,39.65,-17.85,0,,
03-10-2019,Thursday,10:18,28606.7,28606.7,28396.3,28396.3,10-Oct-19,28400,CE,105.2,52.6,610,683.2,-73.2,T426,10,2019,10,-42.6,0,,
04-10-2019,Friday,10:03,28681.9,28717.7,28617.7,28653.5,17-Oct-19,28600,CE,100,50,740.05,639.85,100.2,T427,10,2019,100.2,100.2,1,,
07-10-2019,Monday,10:03,27909.9,27909.9,27825.1,27825.1,17-Oct-19,28000,PE,50,25,617.05,550,67.05,T428,10,2019,67.05,67.05,1,,
09-10-2019,Wednesday,10:03,27901.7,27901.7,27835.1,27835.1,17-Oct-19,27800,CE,50,25,550,582.15,-32.15,T429,10,2019,45.45,20.45,1,,
10-10-2019,Thursday,10:03,28542.9,28542.9,28476.1,28476.1,17-Oct-19,28300,CE,50,25,498.6,527,-28.4,T430,10,2019,14.4,-10.6,0,,
11-10-2019,Friday,10:03,28245.6,28341.8,28245.6,28341.8,24-Oct-19,28400,PE,50,25,541.75,600,-58.25,T431,10,2019,0,-25,0,,
14-10-2019,Monday,10:03,28238.5,28292.9,28238.5,28292.9,24-Oct-19,28200,CE,50,25,670,731.65,-61.65,T432,10,2019,30,5,1,,
15-10-2019,Tuesday,10:03,28257.8,28332.55,28232.55,28307.3,24-Oct-19,28400,PE,100,50,540,430,110,T433,10,2019,110,110,1,,
16-10-2019,Wednesday,10:03,28689.4,28730.5,28630.5,28671.6,24-Oct-19,28600,CE,100,50,489.85,547.95,-58.1,T434,10,2019,9.4,-40.6,0,,
17-10-2019,Thursday,11:21,28596.3,28637.5,28537.5,28578.7,24-Oct-19,28500,CE,100,50,420,472.2,-52.2,T435,10,2019,15.75,-34.25,0,,
18-10-2019,Friday,10:03,28954.8,28954.8,28895.1,28895.1,31-Oct-19,29100,PE,50,25,515.45,560,-44.55,T436,10,2019,0,-25,0,,
22-10-2019,Tuesday,11:03,29416.2,29416.2,29302.8,29302.8,31-Oct-19,29400,PE,56.7,28.35,491,433.5,57.5,T437,10,2019,57.5,57.5,1,,
23-10-2019,Wednesday,10:03,29478.8,29562.7,29478.8,29562.7,31-Oct-19,29300,CE,50,25,454.45,483.9,-29.45,T438,10,2019,0,-25,0,,
24-10-2019,Thursday,10:03,29604.3,29670.4,29604.3,29670.4,31-Oct-19,29400,CE,50,25,426.9,452.85,-25.95,T439,10,2019,6.9,-18.1,0,,
25-10-2019,Friday,10:30,29228.7,29228.7,29114.7,29114.7,07-Nov-19,29100,CE,57,28.5,550,597.7,-47.7,T440,10,2019,0,-28.5,0,,
29-10-2019,Tuesday,10:03,29527.6,29527.6,29399.9,29399.9,07-Nov-19,29600,PE,63.85,31.925,415.25,448.9,-33.65,T441,10,2019,9.35,-22.575,0,,
30-10-2019,Wednesday,10:03,30005.7,30005.7,29952,29952,07-Nov-19,29900,CE,50,25,473.55,514.65,-41.1,T442,10,2019,3.5,-21.5,0,,
31-10-2019,Thursday,10:48,30168.7,30216.95,30116.95,30165.2,07-Nov-19,30200,PE,100,50,354.75,418.45,-63.7,T443,10,2019,70.05,20.05,1,,
01-11-2019,Friday,10:03,30196.2,30196.2,30117.1,30117.1,14-Nov-19,30200,PE,50,25,520,555,-35,T444,11,2019,20.15,-4.85,0,,
04-11-2019,Monday,10:03,30415.9,30490.55,30390.55,30465.2,14-Nov-19,30500,PE,100,50,457.85,512.7,-54.85,T445,11,2019,51.6,1.6,1,,
05-11-2019,Tuesday,10:21,30403.2,30432.05,30332.05,30360.9,14-Nov-19,30400,PE,100,50,420,473,-53,T446,11,2019,9.9,-40.1,0,,
07-11-2019,Thursday,10:06,30722.6,30763.55,30663.55,30704.5,14-Nov-19,30600,CE,100,50,345.2,341.8,3.4,T448,11,2019,70.15,20.15,1,,
08-11-2019,Friday,10:03,30571.3,30608.5,30508.5,30545.7,21-Nov-19,30700,PE,100,50,466,335.3,130.7,T449,11,2019,130.7,130.7,1,,
11-11-2019,Monday,10:03,30664.7,30706.9,30606.9,30649.1,21-Nov-19,30900,PE,100,50,510,400,110,T450,11,2019,110,110,1,,
13-11-2019,Wednesday,10:03,31084.8,31136.4,31084.8,31136.4,21-Nov-19,31100,CE,50,25,374.2,300.15,74.05,T451,11,2019,74.05,74.05,1,,
14-11-2019,Thursday,10:03,30615.8,30615.8,30538.7,30538.7,21-Nov-19,30400,CE,50,25,345,371.2,-26.2,T452,11,2019,4.7,-20.3,0,,
15-11-2019,Friday,10:03,30912.4,30950.8,30850.8,30889.2,28-Nov-19,31000,PE,100,50,469.95,550,-80.05,T453,11,2019,48.6,-1.4,0,,
18-11-2019,Monday,10:03,31036.8,31141.1,31036.8,31141.1,28-Nov-19,31000,CE,52.15,26.075,457.8,402,55.8,T454,11,2019,55.8,55.8,1,,
19-11-2019,Tuesday,10:36,31045.2,31081,30981,31016.8,28-Nov-19,31100,PE,100,50,394.25,296.5,97.75,T455,11,2019,97.75,97.75,1,,
20-11-2019,Wednesday,10:03,31292.3,31337.15,31237.15,31282,28-Nov-19,31400,PE,100,50,399.95,390,9.95,T456,11,2019,45.85,9.95,1,,
21-11-2019,Thursday,10:24,31413.2,31413.2,31322.9,31322.9,28-Nov-19,31300,CE,50,25,310,339,-29,T457,11,2019,22.95,-2.05,0,,
22-11-2019,Friday,10:03,31389.6,31389.6,31297.4,31297.4,05-Dec-19,31300,CE,50,25,414.1,354.2,59.9,T458,11,2019,59.9,59.9,1,,
25-11-2019,Monday,10:03,31065.1,31166.2,31065.1,31166.2,05-Dec-19,31300,PE,50.55,25.275,368,314.45,53.55,T459,11,2019,53.55,53.55,1,,
26-11-2019,Tuesday,10:03,31692.8,31729.75,31629.75,31666.7,05-Dec-19,31800,PE,100,50,360,419.95,-59.95,T460,11,2019,12,-38,0,,
27-11-2019,Wednesday,12:06,31832.8,31879.15,31779.15,31825.5,05-Dec-19,31800,CE,100,50,314.25,367.95,-53.7,T461,11,2019,16.4,-33.6,0,,
28-11-2019,Thursday,11:39,31981.7,32028.65,31928.65,31975.6,05-Dec-19,32000,PE,100,50,271.75,225,46.75,T462,11,2019,48.75,46.75,1,,
29-11-2019,Friday,10:03,32074.2,32100.8,32000.8,32027.4,12-Dec-19,32000,CE,100,50,369.35,343.25,26.1,T463,11,2019,99.3,49.3,1,,
02-12-2019,Monday,10:21,32008.3,32008.3,31853.4,31853.4,12-Dec-19,31800,CE,77.45,38.725,366.15,382.25,-16.1,T464,12,2019,36.15,-2.575,0,,
03-12-2019,Tuesday,10:03,31920.1,31920.1,31796.9,31796.9,12-Dec-19,31700,CE,61.6,30.8,350,288.35,61.65,T465,12,2019,61.65,61.65,1,,
04-12-2019,Wednesday,10:03,31549.3,31582.05,31482.05,31514.8,12-Dec-19,31800,PE,100,50,325,377,-52,T466,12,2019,36,-14,0,,
